NO_OF_FRAMES	211
NO_OF_CAMERAS	23
NO_OF_MARKERS	12
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-25, 17:51:17	5834.69910782
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	
6814	38.06145	253.646	-3812.654	3348.344	282.220	-3897.275	3394.132	214.831	-3948.145	3407.675	NA	NA	NA	209.797	-4057.143	3476.282	284.006	-4080.663	3501.082	NA	NA	NA	NA	NA	NA	NA	NA	NA	260.261	-3893.191	3592.270	NA	NA	NA	58.845	-3895.652	3643.283
6815	38.06704	252.445	-3806.561	3303.713	281.939	-3887.727	3347.248	NA	NA	NA	NA	NA	NA	209.926	-4047.761	3426.799	281.825	-4073.319	3453.051	NA	NA	NA	NA	NA	NA	NA	NA	NA	261.610	-3891.453	3543.059	NA	NA	NA	61.327	-3897.688	3598.218
6816	38.07263	250.410	-3796.478	3257.618	281.987	-3878.237	3299.680	NA	NA	NA	NA	NA	NA	209.133	-4039.407	3381.177	279.825	-4065.879	3404.721	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.517	-3893.128	3493.598	NA	NA	NA	64.034	-3899.252	3552.958
6817	38.07821	248.588	-3786.931	3211.799	281.822	-3868.761	3251.867	NA	NA	NA	NA	NA	NA	207.280	-4030.792	3333.111	277.647	-4058.828	3356.445	NA	NA	NA	NA	NA	NA	NA	NA	NA	264.437	-3888.706	3445.329	NA	NA	NA	66.754	-3901.134	3507.920
6818	38.08380	246.788	-3776.792	3165.480	NA	NA	NA	NA	NA	NA	NA	NA	NA	205.766	-4022.002	3284.549	275.674	-4051.540	3307.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	272.262	-3890.434	3395.547	NA	NA	NA	70.265	-3902.120	3462.830
6819	38.08939	244.966	-3766.602	3118.871	NA	NA	NA	NA	NA	NA	NA	NA	NA	204.651	-4013.607	3238.668	273.463	-4044.097	3257.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	270.922	-3884.785	3336.447	NA	NA	NA	73.992	-3903.358	3417.328
6820	38.09497	243.015	-3756.598	3072.546	NA	NA	NA	NA	NA	NA	NA	NA	NA	203.188	-4004.664	3190.591	271.396	-4036.871	3208.717	NA	NA	NA	NA	NA	NA	NA	NA	NA	273.008	-3883.624	3287.132	NA	NA	NA	76.630	-3905.093	3370.154
6821	38.10056	240.683	-3745.888	3026.454	NA	NA	NA	NA	NA	NA	NA	NA	NA	201.050	-3996.279	3141.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	275.277	-3882.702	3237.826	NA	NA	NA	80.167	-3906.215	3324.193
6822	38.10615	238.658	-3735.156	2979.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	198.105	-3990.682	3101.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	277.704	-3881.741	3189.080	NA	NA	NA	84.069	-3907.538	3277.952
6823	38.11173	236.696	-3725.157	2933.325	NA	NA	NA	NA	NA	NA	NA	NA	NA	197.117	-3981.295	3051.815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.786	-3908.294	3230.409
6824	38.11732	234.818	-3714.325	2886.145	NA	NA	NA	NA	NA	NA	NA	NA	NA	194.312	-3973.058	3003.576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	284.998	-3892.175	3098.879	NA	NA	NA	93.285	-3909.781	3183.036
6825	38.12291	232.948	-3704.161	2839.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	193.342	-3963.008	2954.247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	287.651	-3890.680	3050.069	NA	NA	NA	97.344	-3911.141	3135.088
6826	38.12849	231.030	-3693.250	2791.917	NA	NA	NA	NA	NA	NA	NA	NA	NA	191.206	-3953.617	2904.442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	290.623	-3888.493	3001.137	NA	NA	NA	102.559	-3912.631	3086.233
6827	38.13408	229.129	-3682.863	2744.835	NA	NA	NA	NA	NA	NA	NA	NA	NA	189.686	-3944.311	2854.934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	293.693	-3887.076	2952.256	NA	NA	NA	106.620	-3914.162	3037.480
6828	38.13966	227.433	-3672.135	2697.054	NA	NA	NA	NA	NA	NA	NA	NA	NA	191.311	-3948.178	2791.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	296.961	-3885.446	2903.212	NA	NA	NA	111.025	-3916.366	2986.940
6829	38.14525	225.791	-3662.197	2649.450	NA	NA	NA	NA	NA	NA	NA	NA	NA	191.014	-3939.038	2741.105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	299.356	-3883.088	2855.115	NA	NA	NA	115.859	-3918.584	2936.493
6830	38.15084	223.201	-3650.956	2602.207	NA	NA	NA	NA	NA	NA	NA	NA	NA	186.821	-3927.200	2693.740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	301.880	-3880.812	2806.567	NA	NA	NA	120.172	-3921.222	2886.463
6831	38.15642	220.970	-3640.909	2554.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	186.534	-3918.079	2642.651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	306.453	-3879.257	2756.891	NA	NA	NA	125.781	-3924.140	2835.074
6832	38.16201	219.453	-3630.942	2506.044	NA	NA	NA	NA	NA	NA	NA	NA	NA	182.938	-3906.505	2594.564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	309.568	-3876.497	2708.223	NA	NA	NA	130.646	-3927.779	2784.302
6833	38.16760	216.562	-3619.822	2458.320	NA	NA	NA	NA	NA	NA	NA	NA	NA	182.511	-3897.181	2543.313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136.073	-3932.045	2732.297
6834	38.17318	213.833	-3610.252	2410.308	NA	NA	NA	NA	NA	NA	NA	NA	NA	179.922	-3885.906	2494.089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.504	-3935.522	2684.545
6835	38.17877	211.630	-3600.895	2361.383	NA	NA	NA	NA	NA	NA	NA	NA	NA	177.742	-3874.740	2444.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	147.183	-3942.336	2627.642
6836	38.18436	207.716	-3590.731	2313.370	NA	NA	NA	NA	NA	NA	180.123	-3788.044	2378.147	175.969	-3864.478	2393.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	154.730	-3948.073	2574.652
6837	38.18994	204.118	-3581.020	2264.981	NA	NA	NA	NA	NA	NA	180.690	-3777.420	2327.576	175.050	-3854.607	2341.466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160.733	-3954.672	2521.647
6838	38.19553	200.114	-3571.083	2216.336	NA	NA	NA	NA	NA	NA	181.143	-3766.370	2277.494	173.320	-3843.329	2290.784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	168.354	-3961.687	2467.591
6839	38.20112	196.595	-3561.636	2167.367	NA	NA	NA	NA	NA	NA	181.425	-3756.293	2226.988	171.758	-3831.908	2239.710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175.861	-3969.440	2412.766
6840	38.20670	191.967	-3552.108	2119.007	NA	NA	NA	NA	NA	NA	182.179	-3745.695	2175.834	170.506	-3820.841	2188.185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	185.042	-3977.635	2358.633
6841	38.21229	188.325	-3543.565	2069.690	NA	NA	NA	NA	NA	NA	NA	NA	NA	168.669	-3809.279	2137.037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	195.078	-3984.888	2302.749
6842	38.21788	183.984	-3534.765	2020.794	NA	NA	NA	NA	NA	NA	NA	NA	NA	168.770	-3798.524	2084.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	206.989	-3992.389	2247.145
6843	38.22346	180.316	-3526.586	1971.408	NA	NA	NA	NA	NA	NA	184.787	-3714.204	2022.673	167.138	-3786.771	2032.991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	217.798	-4002.774	2191.922
6844	38.22905	176.907	-3518.326	1921.851	NA	NA	NA	NA	NA	NA	186.278	-3703.017	1972.155	166.222	-3774.724	1981.183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	231.566	-4007.752	2136.182
6845	38.23464	173.668	-3509.594	1872.079	NA	NA	NA	NA	NA	NA	187.717	-3692.249	1920.075	166.292	-3763.247	1928.643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	246.622	-4011.459	2080.945
6846	38.24022	170.632	-3500.542	1822.196	NA	NA	NA	NA	NA	NA	189.662	-3680.873	1869.059	165.411	-3750.832	1877.170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	262.186	-4014.609	2026.358
6847	38.24581	167.419	-3491.160	1772.120	NA	NA	NA	NA	NA	NA	191.317	-3669.966	1816.530	164.100	-3737.744	1826.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	278.831	-4015.944	1971.906
6848	38.25140	164.220	-3481.448	1721.579	NA	NA	NA	NA	NA	NA	193.729	-3658.281	1765.226	164.232	-3725.498	1774.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	296.694	-4015.442	1917.482
6849	38.25698	160.785	-3471.796	1671.389	NA	NA	NA	NA	NA	NA	195.877	-3646.048	1714.425	164.292	-3712.833	1722.495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	314.530	-4014.295	1863.876
6850	38.26257	156.923	-3461.310	1621.473	NA	NA	NA	NA	NA	NA	197.930	-3635.067	1662.744	164.760	-3700.489	1670.466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	333.096	-4010.601	1809.381
6851	38.26816	153.254	-3450.283	1571.748	NA	NA	NA	NA	NA	NA	NA	NA	NA	165.782	-3688.453	1617.897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	351.688	-4005.556	1754.368
6852	38.27374	149.978	-3439.153	1522.199	NA	NA	NA	NA	NA	NA	NA	NA	NA	169.787	-3677.782	1562.516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	369.202	-3998.265	1698.721
6853	38.27933	146.295	-3427.291	1472.805	NA	NA	NA	NA	NA	NA	NA	NA	NA	171.688	-3665.608	1509.841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	385.968	-3989.277	1641.972
6854	38.28492	142.406	-3415.505	1423.501	NA	NA	NA	NA	NA	NA	NA	NA	NA	173.931	-3653.639	1457.149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6855	38.29050	138.512	-3403.136	1374.120	NA	NA	NA	NA	NA	NA	NA	NA	NA	176.282	-3641.889	1404.421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6856	38.29609	133.989	-3390.644	1324.739	NA	NA	NA	NA	NA	NA	NA	NA	NA	178.976	-3629.390	1351.877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6857	38.30168	129.126	-3377.575	1275.824	NA	NA	NA	NA	NA	NA	NA	NA	NA	176.652	-3614.973	1305.406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6858	38.30726	125.339	-3365.206	1226.440	NA	NA	NA	NA	NA	NA	NA	NA	NA	178.978	-3602.672	1253.649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6859	38.31285	120.249	-3352.077	1178.596	NA	NA	NA	NA	NA	NA	NA	NA	NA	181.760	-3590.905	1202.073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6860	38.31844	115.983	-3339.428	1130.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	184.972	-3579.423	1150.117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	388.897	-3903.278	1267.334
6861	38.32402	109.635	-3325.384	1084.949	NA	NA	NA	NA	NA	NA	NA	NA	NA	187.523	-3567.274	1099.491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	378.245	-3891.033	1240.167
6862	38.32961	106.444	-3313.892	1035.735	NA	NA	NA	NA	NA	NA	NA	NA	NA	190.372	-3555.231	1048.044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	382.511	-3887.009	1228.253
6863	38.33520	98.357	-3299.396	992.665	NA	NA	NA	NA	NA	NA	NA	NA	NA	200.875	-3548.428	987.320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6864	38.34078	94.612	-3287.808	944.935	NA	NA	NA	NA	NA	NA	NA	NA	NA	204.975	-3537.535	935.003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6865	38.34637	91.165	-3275.937	897.033	NA	NA	NA	NA	NA	NA	NA	NA	NA	205.219	-3524.356	887.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	458.764	-3990.162	1107.963
6866	38.35196	88.567	-3264.647	849.203	NA	NA	NA	NA	NA	NA	NA	NA	NA	208.815	-3513.285	835.351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	489.076	-4009.092	1028.429
6867	38.35754	86.284	-3253.037	801.080	NA	NA	NA	NA	NA	NA	NA	NA	NA	212.123	-3502.491	783.557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	512.135	-4016.598	943.371
6868	38.36313	84.434	-3241.876	753.135	NA	NA	NA	NA	NA	NA	NA	NA	NA	214.010	-3490.524	733.366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	529.643	-4013.186	856.215
6869	38.36872	82.537	-3230.305	705.472	NA	NA	NA	NA	NA	NA	NA	NA	NA	216.760	-3479.468	681.528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	540.696	-4004.667	770.969
6870	38.37430	80.876	-3219.227	657.935	NA	NA	NA	NA	NA	NA	NA	NA	NA	219.443	-3467.971	629.004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548.401	-3991.844	691.379
6871	38.37989	79.720	-3208.283	610.623	NA	NA	NA	NA	NA	NA	NA	NA	NA	222.004	-3457.200	576.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	550.040	-3976.479	609.454
6872	38.38547	78.887	-3197.015	563.563	NA	NA	NA	NA	NA	NA	NA	NA	NA	224.805	-3446.359	522.892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548.974	-3959.630	528.986
6873	38.39106	78.455	-3186.782	515.987	NA	NA	NA	NA	NA	NA	NA	NA	NA	226.758	-3434.403	470.702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6874	38.39665	78.154	-3176.693	468.483	NA	NA	NA	NA	NA	NA	NA	NA	NA	230.357	-3424.475	416.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6875	38.40223	78.461	-3166.269	420.418	NA	NA	NA	NA	NA	NA	NA	NA	NA	232.686	-3413.122	363.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6876	38.40782	78.484	-3156.059	372.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	236.449	-3403.502	308.669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6877	38.41341	78.754	-3146.805	323.971	NA	NA	NA	NA	NA	NA	NA	NA	NA	238.384	-3391.547	256.128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6878	38.41899	79.588	-3136.677	275.467	NA	NA	NA	NA	NA	NA	NA	NA	NA	233.564	-3377.293	212.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
