,,,head,,,quarter,,,mid,,,three quarters,,,vent,
40,0.65,3.6706809469,-0.0233236733,-2.1473889228,3.5021977806,0.0552860583,-2.0585963398,3.5113110028,0.0099744503,-2.1402734067,3.411454447,-0.0685792418,-2.076589163,3.3598603657,0.0299611397,-2.1008600472
41,0.6666666667,3.7940744276,-0.0259717099,-2.2150836472,3.6218819439,0.0496363229,-2.124082023,3.6354898161,0.0219037509,-2.2062780935,3.5463324953,-0.0699574987,-2.1498947994,3.4766436371,0.0228065595,-2.1649426121
42,0.6833333333,3.9173569891,-0.0283258987,-2.2825279097,3.7428320644,0.043387801,-2.1904756221,3.7599223878,0.0336889908,-2.2716640752,3.6827142472,-0.0701187138,-2.2237111634,3.5921802994,0.0144097427,-2.2292777879
43,0.7,4.0406806766,-0.0302578685,-2.3496090075,3.8656022817,0.0365684094,-2.25793032,3.8846950648,0.0451269186,-2.3364859689,3.8202018128,-0.0689652391,-2.2979635509,3.7073143818,0.0047976906,-2.2943100697
44,0.7166666667,4.1639556029,-0.0316144893,-2.4160767114,3.9904544814,0.0291988621,-2.3264400349,4.0097342299,0.0560140846,-2.4007261281,3.9580752517,-0.0664304926,-2.3724069987,3.8229338141,-0.0059504192,-2.3603896592
45,0.7333333333,4.2869382868,-0.0322295603,-2.4816183549,4.1173899647,0.0213124772,-2.3958939266,4.1348408093,0.0661482803,-2.4643484155,4.0954012144,-0.0625080538,-2.4466647808,3.9399655005,-0.0176758471,-2.42775303
46,0.75,4.4093865428,-0.0319428533,-2.5459675259,4.2462251806,0.0129763319,-2.4661150813,4.2597679092,0.0753255996,-2.5273568081,4.2311615801,-0.057270778,-2.5202683637,4.05936076,-0.0301194537,-2.4964993466
47,0.7666666667,4.5311997527,-0.030622496,-2.6089974463,4.3766579161,0.0043080542,-2.5368597498,4.3843127261,0.0833354065,-2.5898317784,4.3643970217,-0.0508765428,-2.5927027135,4.1820204642,-0.0429113397,-2.5665548691
48,0.7833333333,4.6524711282,-0.0281836709,-2.6707532591,4.5082971018,-0.0045185395,-2.6077912903,4.5083703625,0.0899595352,-2.6519214279,4.4943440757,-0.0435591306,-2.6634584082,4.3086243326,-0.0555800594,-2.6376281319
49,0.8,4.7734363342,-0.0246009187,-2.7314146864,4.6406762744,-0.0132827479,-2.6784682137,4.631930211,0.0949817171,-2.7137932743,4.6205371422,-0.0356033221,-2.7320875781,4.4394151968,-0.0675903754,-2.7091829882
50,0.8166666667,4.8943717464,-0.019918235,-2.7912263431,4.7732937907,-0.0217388145,-2.7483847421,4.7550514117,0.0982080747,-2.7755822134,4.7428732943,-0.0273061919,-2.7982681111,4.5740667613,-0.0784079016,-2.7804693319
51,0.8333333333,5.0155041616,-0.0142582997,-2.8504382589,4.9056796455,-0.029643192,-2.8170632347,4.8778414621,0.09949288,-2.8373607536,4.8616305514,-0.0189319966,-2.8618685679,4.7117173527,-0.0875770831,-2.8506235228
52,0.85,5.1369574169,-0.0078234994,-2.9092699657,5.0374462109,-0.0367784623,-2.8841530637,5.0004234258,0.0987598445,-2.8991313193,4.9774153369,-0.0106734262,-2.9229848503,4.8511411511,-0.0947924127,-2.9188116545
53,0.8666666667,5.2587373442,-0.0008823058,-2.9678907535,5.1683063681,-0.0429667872,-2.9494890088,5.1228893105,0.0960111633,-2.9608305498,5.0910498613,-0.0026337895,-2.9819262254,4.9909795841,-0.0999388673,-2.9843750083
54,0.8833333333,5.3807486035,0.0062575949,-3.0264099398,5.2980742587,-0.0480716432,-3.0130930297,5.245263822,0.0913233086,-3.0223375869,5.2034424536,0.0051616645,-3.0391542623,5.1299616618,-0.1030842545,-3.0469383851
55,0.9,5.5028325155,0.0132838468,-3.0848776294,5.4266551786,-0.0519929535,-3.0751298332,5.3674974157,0.084834439,-3.0834852293,5.315473774,0.0127314537,-3.0951963602,5.2670558402,-0.1044297252,-3.1064527105
56,0.9166666667,5.6248150327,0.0199144217,-3.1432959121,5.5540267529,-0.0546619537,-3.1358408395,5.489489299,0.0767288848,-3.1440794372,5.4279159253,0.0200984414,-3.1505603194,5.401530474,-0.1042451667,-3.1631703144
57,0.9333333333,5.7465532442,0.0259255354,-3.2016360933,5.6802211251,-0.0560388181,-3.1954819942,5.6111308677,0.0672213074,-3.2039283333,5.5413901144,0.0272611227,-3.2056701668,5.5329469746,-0.1028127595,-3.2175751433
58,0.95,5.8679662397,0.0311680805,-3.2598554898,5.8053094123,-0.0561132811,-3.2542788623,5.7323535886,0.0565414069,-3.2628714646,5.6563522191,0.0341804683,-3.2608304056,5.6611272037,-0.1003852686,-3.2702924172
59,0.9666666667,5.9890424721,0.0355719669,-3.3179086742,5.9293812059,-0.0549071963,-3.3124020618,5.85316189,0.0449205535,-3.3207988772,5.773091441,0.0407795111,-3.3162158991,5.7861184444,-0.0971577034,-3.3219947136
60,0.9833333333,6.1098309671,0.0391401106,-3.3757520579,6.052522958,-0.0524762557,-3.3699636462,5.9736404838,0.0325822407,-3.377657702,5.8917386225,0.0469498497,-3.3718822338,5.9081572176,-0.0932517799,-3.3733177407
61,1,6.2304307959,0.0419353315,-3.4333442563,6.1748080227,-0.0489078301,-3.4270305037,6.0939417943,0.0197377543,-3.433450343,6.0122868449,0.0525579744,-3.4277917174,6.0276275629,-0.0887111286,-3.4247960763
62,1.0166666667,6.3509841081,0.0440629384,-3.4906442969,6.2963016025,-0.0443150036,-3.4836434254,6.2142651058,0.0065877613,-3.4882284609,6.1346210717,0.0574474344,-3.483848798,6.14501321,-0.0835033225,-3.4768229333
63,1.0333333333,6.4716662161,0.0456500405,-3.5476072654,6.417071972,-0.0388300812,-3.5398303286,6.3348332999,-0.0066706451,-3.5420844045,6.2585471539,0.0614395154,-3.539935731,6.2608473435,-0.0775276186,-3.5296328385
64,1.05,6.5926652959,0.0468223953,-3.6041780573,6.5371997854,-0.0326009895,-3.5956103559,6.4558679972,-0.0198339832,-3.5951412412,6.3838123081,0.0643390095,-3.595938562,6.3756683634,-0.0706304689,-3.583305873
65,1.0666666667,6.7141523741,0.0476803152,-3.6602876908,6.6567844608,-0.025791527,-3.6509931856,6.5775630015,-0.0326836953,-3.647542978,6.5101185754,0.0659501113,-3.6517586569,6.4899904807,-0.0626300932,-3.6377928685
66,1.0833333333,6.8362493925,0.0482763509,-3.7158567179,6.7759491078,-0.0185822771,-3.7059781532,6.7000578177,-0.0449836839,-3.6994440145,6.6371368744,0.0661023054,-3.7073118027,6.6042886316,-0.0533490398,-3.6929564016
67,1.1,6.9590038253,0.0486006573,-3.7708064947,6.8948417758,-0.0111658452,-3.7605539133,6.8234178284,-0.056488309,-3.7509951583,6.7645239476,0.0646805456,-3.7625187606,6.7189887164,-0.0426534401,-3.7486148117
68,1.1166666667,7.082375181,0.0485813629,-3.8250743172,7.0136293238,-0.0037327762,-3.8146982047,6.9476296763,-0.0669605477,-3.802326669,6.8919395087,0.0616515472,-3.8172911151,6.834460243,-0.0304978095,-3.8045747009
69,1.1333333333,7.2062355282,0.0481016884,-3.8786239584,7.1324853164,0.0035481731,-3.8683788517,7.072613506,-0.0761936121,-3.8535317866,7.0190668221,0.0570792773,-3.8715201025,6.9510176157,-0.016969365,-3.8606442333
70,1.15,7.3303847174,0.0470281504,-3.9314445472,7.2515773397,0.0105477716,-3.9215576001,7.198242996,-0.0840276203,-3.9046553805,7.1456422129,0.0511253399,-3.9250785346,7.0689297396,-0.0023191328,-3.916630131
71,1.1666666667,7.4545797052,0.0452426535,-3.9835398693,7.3710551424,0.0171867924,-3.974196869,7.3243603926,-0.0903570072,-3.9556941616,7.2714867038,0.0440328063,-3.9778387813,7.1884248323,0.0130321636,-3.9723298702
72,1.1833333333,7.5785729048,0.0426726046,-4.0349172864,7.4910384003,0.0234377995,-4.0262674029,7.4507804599,-0.0951288712,-4.0066121391,7.3965223463,0.0360955588,-4.0296980578,7.3096798299,0.0285184211,-4.0275316375
73,1.2,7.702149636,0.0393130154,-4.0855831043,7.6116089521,0.0293183305,-4.0777533436,7.5772871456,-0.0983346569,-4.0573648876,7.5207614489,0.0276193389,-4.080597369,7.4327991579,0.0434809596,-4.082026681
74,1.2166666667,7.8251559781,0.0352359753,-4.1355430634,7.7328140727,0.0348759008,-4.1286516408,7.7036319407,-0.0999986274,-4.1079188436,7.6442717469,0.0188841443,-4.1305251604,7.5577953651,0.0572411892,-4.1356291569
75,1.2333333333,7.9475142171,0.0305867295,-4.1848008574,7.8546774701,0.0401669179,-4.1789650188,7.829541966,-0.1001666617,-4.1582553773,7.7671319004,0.0101171388,-4.1795057334,7.6845774785,0.0691784805,-4.1881946165
76,1.25,8.0692255151,0.0255679709,-4.2333498485,7.9772063977,0.0452340494,-4.2286895172,7.9547406347,-0.0988978293,-4.2083595032,7.8893933789,0.0014799761,-4.2275803534,7.812945229,0.0787996369,-4.2396299357
77,1.2666666667,8.1903565076,0.020414979,-4.2811611328,8.1003849566,0.0500875579,-4.2777987484,8.0789768725,-0.0962599794,-4.2582012507,8.011058074,-0.0069310359,-4.2747922448,7.9425881789,0.0857919358,-4.289892174
78,1.2833333333,8.3110068267,0.0153664379,-4.328176324,8.2241506428,0.0546950992,-4.3262291008,8.2020536711,-0.0923292673,-4.307718619,8.1320735527,-0.015075689,-4.3211833899,8.0730938048,0.0900532765,-4.3389787708
79,1.3,8.4312643923,0.0106373687,-4.3743107126,8.3483604393,0.0589818615,-4.373870787,8.3238456355,-0.0871915613,-4.3568057127,8.2523446311,-0.0229554188,-4.3668033719,8.2039685143,0.0916928686,-4.3869130647
80,1.3166666667,8.5511658799,0.0063987974,-4.4194644996,8.4727618584,0.0628392246,-4.4205676573,8.4442986927,-0.0809424493,-4.4053050917,8.371757974,-0.0305967868,-4.4117229409,8.3346673665,0.0910012257,-4.4337271388
81,1.3333333333,8.6706770538,0.0027651268,-4.4635357132,8.5969854534,0.0661374663,-4.4661281008,8.5634132511,-0.073684008,-4.4530053773,8.4902136434,-0.0380342159,-4.4560410653,8.4646227787,0.0883963882,-4.479444361
82,1.35,8.7896955491,-0.0002121718,-4.5064334862,8.7205673276,0.0687383493,-4.5103493757,8.681222772,-0.0655195334,-4.4996508673,8.6076575183,-0.0452915206,-4.4998774171,8.5932694378,0.084357581,-4.5240682471
83,1.3666666667,8.908072906,-0.0025462987,-4.5480963083,8.8430033027,0.0705057696,-4.5530539177,8.797785047,-0.0565488345,-4.54497054,8.7241128297,-0.0523624204,-4.5433522905,8.7200726013,0.0793572694,-4.5675846591
84,1.3833333333,9.0256543087,-0.0043130419,-4.5885178373,8.963833518,0.0713147361,-4.5941326044,8.9131960467,-0.0468655427,-4.588727416,8.8397119948,-0.0591932814,-4.5865658506,8.8445680495,0.0738012179,-4.6099789861
85,1.4,9.1423353537,-0.0056442152,-4.6277760435,9.0827502883,0.0710595401,-4.6335911087,9.02762279,-0.0365562292,-4.6307830171,8.954725731,-0.0656737159,-4.6295896565,8.9664153699,0.0679850252,-4.6512653671
86,1.4166666667,9.2581330473,-0.006715776,-4.6660560532,9.1997137072,0.0696607955,-4.6715959684,9.1413444641,-0.025700157,-4.6711683874,9.0695787834,-0.0716392239,-4.6724739516,9.0854580971,0.0620729468,-4.691522324
87,1.4333333333,9.3732607611,-0.0077301847,-4.7036570018,9.3150542918,0.0670693796,-4.708512382,9.254788127,-0.0143684231,-4.710149329,9.184840146,-0.0768855614,-4.7152645909,9.2017785433,0.0560993945,-4.7309261487
88,1.45,9.4881855004,-0.0088926256,-4.7409790434,9.4295407976,0.0632654888,-4.7449194392,9.3685428326,-0.0026223546,-4.7482691489,9.3011823473,-0.0811908629,-4.7580211769,9.3157331928,0.0499880829,-4.7697709917
89,1.4666666667,9.6036405037,-0.0103832842,-4.7784914813,9.5443923604,0.0582527968,-4.7815860447,9.4833381806,0.0094880432,-4.7863495212,9.4193102747,-0.0843401524,-4.8008268325,9.4279553343,0.043581909,-4.8084642326
90,1.4833333333,9.7205704789,-0.0123330918,-4.8166826138,9.6612115224,0.0520501097,-4.8193965871,9.5999782026,0.0219245177,-4.8254314893,9.5398600041,-0.0861471356,-4.8437792559,9.5393125172,0.0366781081,-4.8474891674
91,1.5,9.8399962188,-0.0148112424,-4.8559918795,9.7818089384,0.0446868107,-4.8592288034,9.7192249961,0.0346571922,-4.8666478127,9.6632701141,-0.0864716032,-4.8869595412,9.6508043636,0.029066443,-4.887335086
92,1.5166666667,9.9627993256,-0.0178264744,-4.8967298781,9.9078981753,0.0362106742,-4.9017994967,9.8416320128,0.0476532115,-4.9110335088,9.7896392539,-0.0852364784,-4.9303857783,9.7633858594,0.0205716597,-4.9284034598
93,1.5333333333,10.0894470989,-0.0213370313,-4.9389988627,10.0406708051,0.0267109397,-4.9475013667,9.9673376938,0.0608570441,-4.9592980136,9.9185955462,-0.0824498272,-4.9739643731,9.8777162998,0.0111007181,-4.9709039084
94,1.55,10.2196958087,-0.0252621133,-4.9826263497,10.1803077592,0.0163476845,-4.9962582062,10.095845195,0.0741699025,-5.0115965351,10.0491997374,-0.078230542,-5.017452672,9.9938681168,0.0006880231,-5.0147554999
95,1.5666666667,10.3523216167,-0.02948941,-5.0271148648,10.3255270843,0.0053721723,-5.0474251565,10.2258276152,0.0874373131,-5.0673463315,10.1798847209,-0.0728271668,-5.0604392555,10.1110634122,-0.0104752274,-5.0595113669
96,1.5833333333,10.484942448,-0.0338770236,-5.0716089821,10.4733043733,-0.0058711003,-5.0997559742,10.3550067371,0.1004453723,-5.1251373119,10.3084225972,-0.0666156356,-5.1023344128,10.2275161465,-0.0220402492,-5.1043265824
97,1.6,10.614020902,-0.0382482871,-5.1149006901,10.6189221562,-0.0169543491,-5.1514615453,10.4801547935,0.1129194068,-5.1827929316,10.4319324586,-0.0600706331,-5.1423615024,10.3404431336,-0.0335405621,-5.1479855222
