,,,head,,,quarter,,,mid,,,three quarters,,,vent,
42,0.6833333333,3.1622342979,-0.0288811456,-1.9130203223,3.090644009,-0.0024516315,-1.9296045502,3.1608539399,0.0704631765,-1.9679173295,3.1196073935,-0.0496085695,-1.9860851023,2.875398391,-0.0079248051,-1.928688207
43,0.7,3.2772351545,-0.0267952961,-1.9785279527,3.203013816,-0.0115617465,-1.9938986694,3.2727541446,0.078100803,-2.0295889484,3.2395737906,-0.0414440215,-2.0547190981,2.989971043,-0.0233947741,-1.9974078293
44,0.7166666667,3.3929796094,-0.0234570714,-2.0432296053,3.3188678209,-0.0205259294,-2.0587717842,3.3849102886,0.0837175462,-2.0914255639,3.3575324956,-0.032162481,-2.1214227413,3.1067712583,-0.0386012002,-2.0670652421
45,0.7333333333,3.5096809975,-0.0189529415,-2.1072650457,3.4385486086,-0.0291294305,-2.1242522478,3.4973360762,0.0870660606,-2.1535182354,3.4733307167,-0.0220838967,-2.1860196641,3.2259091533,-0.0527525252,-2.1371738514
46,0.75,3.6276051785,-0.0134542113,-2.1708934859,3.5620221614,-0.0371455664,-2.1902802691,3.6099893334,0.0879945617,-2.2158920998,3.5869521635,-0.0115511387,-2.2484940973,3.3473641034,-0.065141502,-2.2072041284
47,0.7666666667,3.7470800534,-0.0072057074,-2.234479985,3.6889247771,-0.0443571149,-2.2567254779,3.7228043131,0.0864596363,-2.2785143583,3.6985529576,-0.0008890019,-2.3090281474,3.4711210709,-0.0752213315,-2.2767193146
48,0.7833333333,3.8683985261,-0.0005047231,-2.2984222736,3.8185971209,-0.0505669962,-2.3233916226,3.8356961567,0.0825179659,-2.3412868293,3.8084344616,0.0096203079,-2.3679833689,3.5971563683,-0.082637832,-2.3454428257
49,0.8,3.9916511427,0.0063286785,-2.3630398615,3.9500954268,-0.0556027166,-2.3900100413,3.9485299824,0.0763051772,-2.4040304417,3.9169484821,0.0197485795,-2.4258259796,3.725255727,-0.0872307585,-2.4132429115
50,0.8166666667,4.1165883557,0.0129893529,-2.428476159,4.0822273878,-0.0593197609,-2.456242823,4.0610997027,0.0680140996,-2.4664866451,4.0244006482,0.0293219892,-2.4830356736,3.8548317215,-0.0890220088,-2.480090844
51,0.8333333333,4.2425757551,0.0192283468,-2.4946469194,4.2136446573,-0.0616059413,-2.5217079982,4.1731520558,0.0578801983,-2.5283482099,4.1310053439,0.0382104719,-2.5400316987,3.984898868,-0.0881978047,-2.5460337697
52,0.85,4.3686394919,0.0248871688,-2.5612378414,4.342976789,-0.0623864447,-2.5860210994,4.2844439922,0.0461757724,-2.5893091027,4.2368899881,0.0463093383,-2.5971214683,4.1142150834,-0.0850845008,-2.611160492
53,0.8666666667,4.4935996756,0.029911908,-2.6277514031,4.4689847967,-0.0616259553,-2.6488480386,4.3948096144,0.0332102001,-2.6491179614,4.3421440109,0.0535172261,-2.6544766946,4.2415033924,-0.0801148496,-2.6755290257
54,0.8833333333,4.6162915577,0.0343408466,-2.6936007801,4.5907211306,-0.0593254371,-2.7099664755,4.5042184665,0.0193317402,-2.7076210048,4.4469068379,0.0597137182,-2.7121427589,4.3656646578,-0.0737808892,-2.7390717649
55,0.9,4.7358190954,0.0382719248,-2.7582281192,4.7076666164,-0.055518371,-2.7693181913,4.612800309,0.0049264244,-2.7647797383,4.5514421865,0.0647420595,-2.7700659115,4.4859231509,-0.0665721506,-2.8015349014
56,0.9166666667,4.8517435397,0.0418235322,-2.8212109396,4.8197949487,-0.0502733047,-2.8270224621,4.7208178713,-0.0095907164,-2.8206583094,4.6561307238,0.0684050454,-2.8281150206,4.6018945529,-0.0589055806,-2.8625062766
57,0.9333333333,4.9641387069,0.0450991804,-2.8823269734,4.9275347747,-0.0437019515,-2.8833365366,4.8286034678,-0.0237959079,-2.8753951975,4.7613822306,0.0704809895,-2.88609795,4.713608177,-0.0510654407,-2.9215384469
58,0.95,5.0735153076,0.0481594869,-2.9415663286,5.0316547914,-0.035966059,-2.9385844145,4.9364986011,-0.0372863951,-2.9291814117,4.8675386999,0.0707602712,-2.9437886903,4.8215008861,-0.0431751212,-2.978311268
59,0.9666666667,5.18066954,0.0510028884,-2.9990984171,5.1331277296,-0.0272773359,-2.9930901085,5.0448133736,-0.0497109799,-2.9822493653,4.9748201214,0.0690924604,-3.0009640546,4.9263590337,-0.0352111776,-3.0327564781
60,0.9833333333,5.2865160101,0.0535613798,-3.0552102999,5.233005481,-0.0178856853,-3.0471346788,5.1537949585,-0.0607921976,-3.0348599056,5.0833041383,0.0654244825,-3.0574337109,5.0291997168,-0.027054579,-3.0851037298
61,1,5.391938436,0.0557165548,-3.1102350759,5.3323059874,-0.0080544623,-3.100935819,5.2635995095,-0.0703350191,-3.087281206,5.1929175891,0.0598132533,-3.1130594141,5.1311272606,-0.0185640986,-3.1358509256
62,1.0166666667,5.497670098,0.0573299557,-3.1644882137,5.4319130757,0.0019685344,-3.1546428256,5.3742712075,-0.0782212378,-3.1397639426,5.3034404074,0.0524134097,-3.1677698339,5.2332033724,-0.0096513684,-3.1856747587
63,1.0333333333,5.604216653,0.0582754579,-3.2182245216,5.5325067853,0.0119717691,-3.2083404422,5.4857324182,-0.0843940239,-3.1925188794,5.4145328944,0.0434539835,-3.2215710112,5.3363466686,-0.0003389153,-3.2353051919
64,1.05,5.7118352336,0.058465247,-3.2716197672,5.6345408768,0.021787141,-3.2620570142,5.5977922996,-0.0888403543,-3.2457022418,5.5257909878,0.0332157219,-3.274547864,5.4412658742,0.0092097358,-3.2854019765
65,1.0666666667,5.8205645612,0.0578650293,-3.3247737885,5.738261753,0.0312853552,-3.3157765344,5.7101760614,-0.0915769187,-3.2994106621,5.6368201621,0.0220125089,-3.3268549498,5.5484261871,0.0186930797,-3.3364668415
66,1.0833333333,5.9302806796,0.0564962413,-3.3777263576,5.8437448815,0.0403632673,-3.3694548365,5.822564138,-0.0926417665,-3.3536810364,5.7473053732,0.0101758497,-3.3786954464,5.6580416115,0.0277090575,-3.3887988934
67,1.1,6.0407547239,0.0544263923,-3.4304739072,5.9509297144,0.0489279815,-3.4230361674,5.93463001,-0.0920918542,-3.4084900185,5.857057868,-0.0019593341,-3.430287532,5.7700831935,0.0358200211,-3.4424819972
68,1.1166666667,6.1517025332,0.0517512294,-3.4829797926,6.0596498992,0.0568827059,-3.4764662849,6.0460737618,-0.0900042304,-3.4637529595,5.9660375858,-0.0140689408,-3.4818227729,5.8843001692,0.0426297013,-3.4973939648
69,1.1333333333,6.2628243253,0.0485731092,-3.5351797174,6.1696643881,0.0641178037,-3.5297025298,6.1566518279,-0.086477076,-3.5193250596,6.0743578485,-0.0258545074,-3.5334272136,6.000259039,0.04785445,-3.5532315774
70,1.15,6.3738341456,0.0449816144,-3.5869888711,6.2806928358,0.0705084252,-3.582722096,6.26620234,-0.0816274385,-3.5750078801,6.182269761,-0.037057636,-3.5851351021,6.1174024527,0.0513716842,-3.6095446046
71,1.1666666667,6.4844780257,0.0410433196,-3.6383176523,6.392448755,0.075919035,-3.635527038,6.3746620549,-0.0755841391,-3.6305650597,6.2901173474,-0.0474717029,-3.6368806055,6.2351197241,0.0532302944,-3.6657769028
72,1.1833333333,6.5945433028,0.0368033944,-3.6890987035,6.5046587123,0.0802147821,-3.6881425584,6.4820676458,-0.0684770039,-3.6857497494,6.3982673753,-0.0569483002,-3.6885118203,6.3528147649,0.0536176498,-3.7213221916
73,1.2,6.7038681048,0.0322953609,-3.7393187892,6.6170659987,0.0832779219,-3.7406051043,6.5885389237,-0.0604264087,-3.7403402599,6.5070376767,-0.0653962213,-3.7398290512,6.4699596207,0.0527940554,-3.7755995711
74,1.2166666667,6.8123582595,0.0275532011,-3.789042305,6.7294295817,0.0850244293,-3.7929417581,6.694251467,-0.0515375693,-3.7941728421,6.6166483551,-0.0727718039,-3.7906395312,6.5861287718,0.0510166866,-3.8281374347
75,1.2333333333,6.9200072426,0.0226223959,-3.8384153409,6.8415263593,0.0854148662,-3.8451509949,6.7994086747,-0.041901777,-3.8471591354,6.7272017441,-0.0790618354,-3.8408126102,6.7010143478,0.0484750964,-3.8786431716
76,1.25,7.0269052384,0.0175687116,-3.8876473283,6.9531551323,0.0844565087,-3.897197035,6.9042181399,-0.0316040306,-3.8992844818,6.8386834839,-0.0842632387,-3.8903208543,6.8144252098,0.0452528096,-3.9270410904
77,1.2666666667,7.1332256638,0.0124832958,-3.9369762719,7.0641397171,0.082198549,-3.9490215651,7.0088745927,-0.0207350048,-3.9505947528,6.9509756989,-0.0883655877,-3.9392589605,6.9262750074,0.0413207912,-3.9734732724
78,1.2833333333,7.2391912592,0.0074817312,-3.9866293402,7.1743330294,0.0787245032,-4.0005661968,7.1135508797,-0.0094043067,-4.0011828123,7.06387332,-0.0913417296,-3.9878385884,7.036563572,0.0365613348,-4.0182677288
79,1.3,7.3450352353,0.0026954923,-4.0367895898,7.2836245607,0.0741439918,-4.0517943849,7.2183947594,0.002249906,-4.0511793628,7.177097636,-0.0931486456,-4.0363610815,7.1453564707,0.0308140034,-4.0618831268
80,1.3166666667,7.4509729373,-0.0017424832,-4.0875731493,7.3919504683,0.0685834188,-4.1027030369,7.3235280082,0.0140599955,-4.1007446528,7.2903114993,-0.0937370138,-4.0851724444,7.2527723698,0.0239296822,-4.1048405259
81,1.3333333333,7.557187544,-0.0057121887,-4.1390164943,7.4993027297,0.0621754175,-4.153321047,7.4290464849,0.0258370238,-4.1500562836,7.4031444854,-0.0930653587,-4.134608213,7.3589860745,0.0158180234,-4.1476549271
82,1.35,7.6638226542,-0.0091141518,-4.1910739435,7.6057344381,0.0550486544,-4.2036995036,7.5350204818,0.0373830894,-4.1992931868,7.5152266697,-0.091113943,-4.1849386269,7.4642421675,0.0064785502,-4.1907822809
83,1.3666666667,7.7709749445,-0.0118678925,-4.2436264296,7.7113612581,0.0473203446,-4.2538984547,7.6414957492,0.0485022374,-4.24861893,7.6262240995,-0.0878952526,-4.2363249012,7.5688641157,-0.0039867663,-4.2345921477
84,1.3833333333,7.8786873723,-0.0139038396,-4.296500133,7.8163593222,0.0390938672,-4.3039713431,7.7484957987,0.0590071572,-4.2981668134,7.7358746991,-0.0834607702,-4.2887951558,7.6732456484,-0.0153766687,-4.2793637489
85,1.4,7.9869457758,-0.0151533896,-4.3494903796,7.920956205,0.0304628367,-4.3539498908,7.8560216811,0.0687214387,-4.3480277403,7.8440230124,-0.0779047277,-4.342242684,7.7778176581,-0.0274057058,-4.3252960994
86,1.4166666667,8.0956787234,-0.0155429817,-4.4023859468,8.025410975,0.0215211504,-4.4038369246,7.9640449884,0.0774784206,-4.3982415214,7.9506427851,-0.0713642834,-4.3964432147,7.8829892623,-0.0397275936,-4.3725248344
87,1.4333333333,8.2047615468,-0.0149975916,-4.4549907971,8.1299856068,0.0123774928,-4.453612785,8.0724980661,0.0851175752,-4.4487934863,8.0558356008,-0.064014371,-4.4510864698,7.9890703512,-0.0519638024,-4.4211405853
88,1.45,8.3140276524,-0.013454233,-4.5071411262,8.2349150151,0.0031712468,-4.5032523007,8.1812694354,0.0914791533,-4.4996181532,8.1598039939,-0.0560557078,-4.5058172044,8.0961949502,-0.0637351516,-4.4712011222
89,1.4666666667,8.4232850708,-0.0108808105,-4.5587148085,8.3403802951,-0.0059160937,-4.5527431076,8.2902065307,0.0963992394,-4.5506080322,8.2628066627,-0.0476966733,-4.5602774256,8.2042729837,-0.0746921344,-4.5227271195
90,1.4833333333,8.5323316203,-0.0072948363,-4.6096310908,8.4464861782,-0.0146603843,-4.6020966487,8.3991230978,0.0997092248,-4.6016233423,8.3651093855,-0.0391330396,-4.614138294,8.3129955262,-0.0845367655,-4.5756770564
91,1.5,8.6409659392,-0.0027781896,-4.6598433845,8.553245282,-0.0228078774,-4.6513467041,8.5078099576,0.1012429584,-4.6525021523,8.4669470717,-0.0305306033,-4.6671139901,8.4218994535,-0.0930307656,-4.6299116502
92,1.5166666667,8.7489961695,0.0025145423,-4.7093332612,8.6605730173,-0.0300995055,-4.7005348259,8.6160489678,0.1008509923,-4.7030749251,8.5685042583,-0.0220134964,-4.7189608013,8.5304694949,-0.0999905231,-4.6851710149
93,1.5333333333,8.8562482383,0.0083560919,-4.7581123223,8.7682939114,-0.0362999814,-4.749689196,8.7236277676,0.098418204,-4.7531850032,8.6699096381,-0.0136591603,-4.7694739559,8.6382431591,-0.1052742166,-4.7410831163
94,1.55,8.9625751323,0.0144579495,-4.806229642,8.8761591107,-0.041223935,-4.7988087861,8.8303519771,0.0938817276,-4.802710387,8.7712372971,-0.0055016408,-4.8184940514,8.7448937738,-0.1087702531,-4.7972039252
95,1.5666666667,9.0678676437,0.0204968385,-4.8537744005,8.9838777202,-0.0447535422,-4.8478596738,8.9360567477,0.0872472585,-4.8515807816,8.8725123761,0.0024558783,-4.8659263692,8.8502808427,-0.1103960278,-4.8530769834
96,1.5833333333,9.1720656214,0.0261556231,-4.9008663502,9.0911616282,-0.046845435,-4.8967802401,9.0406265073,0.0786003037,-4.8997871739,8.9737237061,0.0102216302,-4.9117667031,8.954465187,-0.110108621,-4.9082985876
97,1.6,9.2751686524,0.0311702997,-4.9476372986,9.197773081,-0.0475263307,-4.945490746,9.1440286692,0.0681081478,-4.9473834994,9.0748454627,0.0177931172,-4.9561227444,9.0576901911,-0.1079201683,-4.9625781977
98,1.6166666667,9.3772436736,0.0353704003,-4.9942108626,9.3035591317,-0.0468779162,-4.9939075413,9.2463520611,0.0560109909,-4.9944791551,9.17586383,0.0251359764,-4.9992232769,9.1603313223,-0.1039085026,-5.0157866245
99,1.6333333333,9.4784234401,0.038703159,-5.0406828148,9.4084639555,-0.0450142815,-5.0419615035,9.3478286662,0.0426050275,-5.0412198262,9.2768007393,0.0321664432,-5.0414118331,9.2628214934,-0.0982175373,-5.0679812766
100,1.65,9.5788909427,0.0412379443,-5.087100065,9.5125210886,-0.0420585111,-5.0896158106,9.4488212593,0.0282235419,-5.0877569204,9.3777311787,0.0387397207,-5.0831212637,9.3655681218,-0.0910474473,-5.1193937145
101,1.6666666667,9.6788512148,0.0431508691,-5.1334387314,9.6158330569,-0.0381257652,-5.1368766614,9.5497743422,0.013222672,-5.1342124861,9.4787945037,0.0446475679,-5.1248286432,9.4688761228,-0.0826398187,-5.1703734631
102,1.6833333333,9.7784934792,0.0446918522,-5.1795889342,9.7185449304,-0.0333171591,-5.1837925296,9.651137479,-0.002024574,-5.1806512233,9.5801954808,0.0496283922,-5.1670003292,9.5728829417,-0.0732651704,-5.2212984397
103,1.7,9.8779440453,0.0461408661,-5.2253583174,9.820816419,-0.0277238877,-5.2304402473,9.7532768899,-0.0171280465,-5.2270699516,9.6821885294,0.0533907133,-5.2100413552,9.6775099144,-0.0632184242,-5.2724721214
104,1.7166666667,9.977217638,0.0477621091,-5.2705004569,9.9227964796,-0.0214369016,-5.2768995561,9.8563975969,-0.0316806743,-5.2734070864,9.7850474015,0.0556480842,-5.2542552325,9.7824414746,-0.0528231259,-5.3240303546
105,1.7333333333,10.0761908611,0.0497616874,-5.3147636664,10.0246041793,-0.0145555471,-5.3232234858,9.9604995736,-0.0452660884,-5.3195660284,9.8890315978,0.0561604718,-5.2998139322,9.8871538833,-0.0424393599,-5.3758799537
106,1.75,10.1746249057,0.052252382,-5.3579525743,10.126320533,-0.0071900894,-5.3694171542,10.0653826059,-0.0574764138,-5.3654453118,9.994361355,0.0547731736,-5.3467411215,9.9910159739,-0.0324657228,-5.4276861789
107,1.7666666667,10.272242547,0.0552309397,-5.3999943675,10.2279946808,0.0005422771,-5.4154342896,10.1706999641,-0.0679386515,-5.4109706435,10.101205883,0.0514433409,-5.3949153454,10.0934622122,-0.0233248726,-5.4789190021
108,1.7833333333,10.3688304685,0.0585741439,-5.4409921246,10.3296587611,0.0085236772,-5.4611886522,10.2760469861,-0.0763455821,-5.4561191415,10.2096731467,0.0462483817,-5.4440946039,10.1941931913,-0.0154270977,-5.5289582983
109,1.8,10.4643217488,0.0620576537,-5.481240105,10.4313396694,0.0166395299,-5.5065700804,10.3810668162,-0.0824856668,-5.5009222576,10.3197728289,0.039376314,-5.4939494461,10.2933225953,-0.0091180079,-5.57724195
110,1.8166666667,10.5588343234,0.0653965939,-5.5211871348,10.533065447,0.0247800772,-5.5514603139,10.4855629603,-0.0862658237,-5.5454471989,10.4313375807,0.0311024449,-5.5440834969,10.3914041629,-0.0046299908,-5.6234231227
111,1.8333333333,10.6526823341,0.0682990239,-5.5613587063,10.6348778629,0.0328423115,-5.595752631,10.5896043999,-0.087721251,-5.5897791593,10.543944371,0.0217595619,-5.5940385202,10.4893331184,-0.0020602688,-5.6674934381
112,1.85,10.7463946212,0.0705166012,-5.6022673565,10.7368609113,0.0407324299,-5.6393793277,10.6935740225,-0.087007922,-5.634028679,10.6569235645,0.0117097138,-5.6433112134,10.5881790939,-0.0013850448,-5.7098316173
113,1.8666666667,10.8407506737,0.07187531,-5.6443421896,10.8391735906,0.0483657009,-5.6823394058,10.7980850525,-0.0843762451,-5.6783555598,10.7695045921,0.0013224542,-5.691408649,10.6890308959,-0.00249913,-5.7511530259
114,1.8833333333,10.9368110608,0.0722747122,-5.687898099,10.9420543706,0.055663347,-5.7247068883,10.9037485167,-0.0801267991,-5.722966824,10.881052868,-0.009044933,-5.7379350879,10.7928963066,-0.0052579421,-5.7923657337
115,1.9,11.0359054,0.071657921,-5.7331545643,11.045777142,0.0625512001,-5.7666072852,11.0108910326,-0.074551323,-5.7680599256,10.9913050142,-0.019078286,-5.7826771933,10.9006351822,-0.0095011032,-5.8343786131
116,1.9166666667,11.1395432643,0.0699703817,-5.7802925895,11.150573693,0.0689652076,-5.8081696259,11.1193650506,-0.0678680871,-5.8137305075,11.1005279538,-0.0285556755,-5.8256595517,11.0128873998,-0.0150532717,-5.8779302299
117,1.9333333333,11.2492302933,0.0671309954,-5.8295030578,11.2565403584,0.0748656032,-5.8494648551,11.2285237405,-0.0601701617,-5.8598915219,11.2095554804,-0.0374035694,-5.867159088,11.1299862272,-0.0217147395,-5.9234820284
118,1.95,11.3661980447,0.0630321289,-5.8809692326,11.3635281283,0.0802581063,-5.8904371043,11.3373441748,-0.0514120424,-5.9062444818,11.3196685465,-0.0457353658,-5.9076725429,11.2518552861,-0.0292535251,-5.9711659284
119,1.9666666667,11.4910827274,0.0575745791,-5.9347679915,11.4710409738,0.0852131599,-5.9308529447,11.4446326369,-0.0414535,-5.9523184228,11.4323058816,-0.053846971,-5.9478277592,11.3778940432,-0.0373999569,-6.0207595854
120,1.9833333333,11.6236243687,0.0507316863,-5.9907348554,11.5782087586,0.0898649284,-5.9703117214,11.5492188907,-0.0301532454,-5.9975534749,11.5486428303,-0.0621532155,-5.9882378579,11.5069107325,-0.0458486212,-6.0716973353
121,2,11.7624804774,0.0426220541,-6.0483619296,11.6838735703,0.0943741646,-6.0083334449,11.6500624072,-0.0174804248,-6.0413847219,11.6691240024,-0.0710637944,-6.0293170631,11.6371833161,-0.0542819448,-6.1231471158
122,2.0166666667,11.9052050573,0.0335585448,-6.1067691157,11.7867322778,0.0988609802,-6.044480341,11.7462628494,-0.0036128525,-6.0833008067,11.7930425142,-0.0808197394,-6.0710920531,11.7666266547,-0.0624153216,-6.1741406442
123,2.0333333333,12.048363422,0.0240420168,-6.1647393389,11.8854173484,0.1033411721,-6.0784320194,11.8370065647,0.011002987,-6.1228687004,11.9182693561,-0.0913471065,-6.1130608699,11.8929217091,-0.0700361221,-6.2236815201
124,2.05,12.1877654563,0.014159591,-6.2207805151,11.9787768779,0.1077998907,-6.1099622412,11.921530724,0.0259297731,-6.1597063547,12.0409506051,-0.1023008226,-6.1541653097,12.0132750005,-0.0770172734,-6.2707669334
