,,,head,,,quarter,,,mid,,,three quarters,,,vent,
33,0.5333333333,2.0060369967,0.0140364119,-1.2834500974,1.925653721,0.059894621,-1.2761290593,1.8818816005,-0.0970523085,-1.2868783174,1.7496191718,0.0042436006,-1.2438694371,1.6945386988,0.0517917618,-1.332825883
34,0.55,2.1254376082,0.006474986,-1.3537582735,2.0460939615,0.0648834204,-1.3480269336,2.0074870841,-0.094406461,-1.3636773595,1.8685113992,-0.0045114098,-1.3149179845,1.8202379337,0.0615939149,-1.4106316323
35,0.5666666667,2.2435800918,-0.0011919192,-1.4230899412,2.1666696734,0.0688265131,-1.419254017,2.1317354547,-0.0900045527,-1.4393565905,1.9874862756,-0.0129455674,-1.3843412279,1.9473640262,0.0694391333,-1.4854848064
36,0.5833333333,2.3608294122,-0.0087096355,-1.4918225977,2.2870975146,0.0716105506,-1.4898544057,2.2546785764,-0.0838912756,-1.513952736,2.1066795578,-0.0209719802,-1.452527624,2.0754921662,0.075215046,-1.5573774361
37,0.6,2.4777551268,-0.015856635,-1.5603556211,2.4071283503,0.0731705632,-1.5598514091,2.3764498973,-0.0761597705,-1.5875130275,2.2263733247,-0.0285533558,-1.5199961529,2.2040828082,0.0789417612,-1.6264604072
38,0.6166666667,2.5950248834,-0.0224530747,-1.6290366574,2.5265985192,0.073488108,-1.6292544125,2.497232578,-0.0669553735,-1.6600636469,2.346952744,-0.0356801341,-1.5873283073,2.3325193327,0.080747874,-1.693016805
39,0.6333333333,2.7132988188,-0.0283639384,-1.6981001717,2.6454880931,0.0725812024,-1.6980778136,2.6172512631,-0.0564690959,-1.7315935012,2.4688506489,-0.0423455192,-1.6550937712,2.4601693794,0.080830764,-1.7574306957
40,0.65,2.8331289314,-0.0335008646,-1.7676327412,2.7639426603,0.0704916294,-1.7663544823,2.7367785856,-0.0449243083,-1.8020604291,2.5924815234,-0.0485237285,-1.7237805944,2.586437497,0.0794136793,-1.820143788
41,0.6666666667,2.9548570021,-0.0378222644,-1.8375648577,2.8822284498,0.0672751895,-1.8341284016,2.8561255115,-0.0325620825,-1.871409668,2.7181560516,-0.0541558759,-1.7937299704,2.7107821545,0.0767078022,-1.8815929119
42,0.6833333333,3.078527148,-0.0413272519,-1.9076836352,3.0006487424,0.0629960745,-1.9014326221,2.9755932686,-0.0196290252,-1.9395870154,2.8459858681,-0.0591446461,-1.8650787063,2.8327085036,0.0728824456,-1.942140151
43,0.7,3.2038492485,-0.0440403528,-1.9776627781,3.1194710444,0.0577234076,-1.9682684638,3.0953946048,-0.0063693495,-2.0065397685,2.9758022187,-0.0633559982,-1.937718325,2.9517822197,0.068044233,-2.0020259016
44,0.7166666667,3.3302379029,-0.045988875,-2.0471073741,3.2388821293,0.0515299228,-2.0345925148,3.2155807119,0.0069776059,-2.0722156389,3.10711398,-0.0666257881,-2.0112806295,3.067702916,0.0622253938,-2.0613718012
45,0.7333333333,3.4569182345,-0.0471800475,-2.1156070917,3.3589672732,0.0444951585,-2.1003127206,3.3360086756,0.0201735753,-2.1365688157,3.2391308235,-0.0687699928,-2.0851611483,3.180421939,0.0553825656,-2.1202285537
46,0.75,3.5830617976,-0.0475874819,-2.1827874975,3.4797089477,0.0367147154,-2.1652945725,3.4563545896,0.0329722119,-2.1995660128,3.3708624413,-0.0695984053,-2.1585926557,3.290234645,0.0474104378,-2.1786291329
47,0.7666666667,3.7079106909,-0.0471523842,-2.2483514553,3.6009880754,0.0283135735,-2.2293728741,3.5761676488,0.045108089,-2.261188674,3.5012684759,-0.0689330246,-2.2307701244,3.3977889341,0.0381751085,-2.2366151581
48,0.7833333333,3.8308676603,-0.0457959939,-2.3121095184,3.7225813498,0.0194567746,-2.2923704692,3.6949787767,0.056290021,-2.3214509694,3.6294065952,-0.0666318293,-2.3010004608,3.5040142376,0.0275660614,-2.2942439134
49,0.8,3.9515554987,-0.0434351906,-2.3740040077,3.8441856258,0.0103488976,-2.35414018,3.8124582796,0.0662064093,-2.3804488281,3.7545427089,-0.0626162207,-2.3688248819,3.610003343,0.0155570181,-2.3515947341
50,0.8166666667,4.0698509559,-0.0399974046,-2.4341276231,3.9654876713,0.0012186457,-2.4146319931,3.9285484315,0.0745468882,-2.4384120502,3.8762273012,-0.056897581,-2.4340703243,3.7168573764,0.0022614986,-2.4087664485
51,0.8333333333,4.1858825331,-0.0354371219,-2.4927264197,4.0862398614,-0.0077065004,-2.473952449,4.0434777608,0.0810351673,-2.4957067419,3.9943485148,-0.0495946179,-2.4968254946,3.8255020942,-0.0120309762,-2.4658486355
52,0.85,4.2999840693,-0.0297573485,-2.5501758282,4.2062919182,-0.0162251785,-2.5323795966,4.1576472716,0.0854604303,-2.5527689115,4.1091474295,-0.0409320641,-2.5573717891,3.9365357588,-0.0268490269,-2.5228829298
53,0.8666666667,4.4126189003,-0.0230339175,-2.6069326181,4.3255749347,-0.0241763657,-2.5903292926,4.2714710486,0.0876966781,-2.6100056749,4.2211772671,-0.0312183777,-2.6161078211,4.0502080911,-0.0415699519,-2.5798605105
54,0.8833333333,4.5243008576,-0.0154325834,-2.6634795379,4.4440705588,-0.0314370323,-2.6482936776,4.385257805,0.087707589,-2.667718782,4.3312143175,-0.0208098596,-2.6734921866,4.1665727564,-0.0554888108,-2.6367833324
55,0.9,4.6355268848,-0.0072081902,-2.7202776725,4.5617930142,-0.0379046607,-2.7067695627,4.4991644428,0.0855406683,-2.7260777329,4.4401433505,-0.0100712423,-2.7300055996,4.2857254417,-0.0679213402,-2.6937627375
56,0.9166666667,4.7467223225,0.0013150643,-2.7777296173,4.6787846845,-0.0434747379,-2.7661838757,4.6132074425,0.0813155889,-2.7851348176,4.5488333344,0.0006605412,-2.7861184259,4.4079407141,-0.0783178486,-2.7510826841
57,0.9333333333,4.858200692,0.0097743184,-2.8361509619,4.7951135129,-0.0480279976,-2.8268267792,4.7273020133,0.0752090559,-2.8448611212,4.6580204926,0.0111042149,-2.8422555707,4.5335399515,-0.086344865,-2.809151597
58,0.95,4.9701444347,0.0178028802,-2.8957516816,4.9108688282,-0.0514368652,-2.8888113634,4.8413060018,0.0674367128,-2.905185887,4.7682267149,0.0210472821,-2.8987665438,4.6625054581,-0.0918971395,-2.8683368052
59,0.9666666667,5.0826112074,0.0250666831,-2.9566313348,5.0261550018,-0.0535883746,-2.9520736585,4.9550632372,0.0582351139,-2.9660273263,4.8797325063,0.0303410953,-2.9559122992,4.7941129911,-0.0950423523,-2.9287905093
60,0.9833333333,5.1955671945,0.0312978991,-3.0187855405,5.1410768445,-0.0544118779,-3.0164095434,5.0684489745,0.0478490033,-3.0273087173,4.9926003899,0.0388828081,-3.0138713484,4.9268988609,-0.0959377661,-2.9904048904
61,1,5.3089424066,0.0363180728,-3.0821150054,5.2557198592,-0.0538987318,-3.0815288616,5.1814136964,0.0365254986,-3.0889594276,5.1067333459,0.0465934783,-3.0727586607,5.0589949018,-0.094758563,-3.0529135394
62,1.0166666667,5.422688995,0.0400465514,-3.1464334596,5.3701410598,-0.0521060265,-3.147103853,5.2940133207,0.0245116359,-3.1509047364,5.2219489638,0.053398359,-3.1326461801,5.1885865313,-0.0916544882,-3.1160345561
63,1.0333333333,5.5368162787,0.0424958868,-3.2114800213,5.4843757862,-0.0491443564,-3.2128022902,5.4064132314,0.0120516867,-3.2130521253,5.3380445714,0.0592111721,-3.1935746062,5.3142665991,-0.0867328916,-3.1795621512
64,1.05,5.6513891199,0.0437574375,-3.2769410386,5.5984496853,-0.045156169,-3.2783109556,5.5188644242,-0.0006162144,-3.2752819643,5.454834755,0.0639234894,-3.2555526806,5.4352267512,-0.0800596495,-3.2433896605
65,1.0666666667,5.7664981916,0.043978486,-3.3424788571,5.7123867028,-0.0402929536,-3.3433565519,5.6316641732,-0.0132633541,-3.3374456264,5.5721612453,0.0674017085,-3.3185472596,5.5513184147,-0.0716692875,-3.3074856177
66,1.0833333333,5.8822223054,0.0433321739,-3.4077605437,5.826212337,-0.0346975046,-3.407722459,5.7451127633,-0.0256732577,-3.3993720239,5.6898878545,0.069494279,-3.3824711056,5.663017081,-0.0615792074,-3.3718499774
67,1.1,5.9986008617,0.0419852002,-3.4724805392,5.9399548429,-0.0284946978,-3.4712540481,5.8594660688,-0.0376432917,-3.4608853774,5.8078943295,0.0700496424,-3.4471739239,5.7713104927,-0.049808506,-3.4364785905
68,1.1166666667,6.115623028,0.040071124,-3.5363751761,6.0536490305,-0.0217912363,-3.533849897,5.9748848909,-0.0489837903,-3.5218334614,5.9260753388,0.0689425107,-3.5124376255,5.8775300643,-0.0364060923,-3.5013572749
69,1.1333333333,6.2332265162,0.0376761502,-3.599232385,6.1673452904,-0.0146810989,-3.5954473629,6.0913966022,-0.0595138056,-3.5821178045,6.0443373145,0.066103139,-3.5779777557,5.9831539956,-0.021492619,-3.5664853693
70,1.15,6.351296748,0.0348410914,-3.6609017352,6.2811193118,-0.0072517573,-3.6560143463,6.2088876758,-0.0690535797,-3.6417145547,6.1625835002,0.0615418057,-3.6434578297,6.0896198846,-0.005314029,-3.6319036381
71,1.1666666667,6.4696684286,0.0315778654,-3.7213043968,6.3950754759,0.0004107308,-3.7155500015,6.3271291255,-0.0774162013,-3.7006777801,6.2806940343,0.0553628568,-3.7085193261,6.1981767954,0.0117073619,-3.6976945371
72,1.1833333333,6.5881373046,0.0278919463,-3.7804369061,6.5093410281,0.0082159686,-3.7740893357,6.4458221155,-0.0844038825,-3.7591232864,6.3985195157,0.047768019,-3.7728203066,6.3097820441,0.0289478436,-3.7639406151
73,1.2,6.7064815324,0.0238000598,-3.8383644766,6.6240504108,0.0160621579,-3.8317066933,6.5646498828,-0.0898141195,-3.8171992097,6.5158958565,0.03904947,-3.83607264,6.4250321499,0.0456049235,-3.8306534939
74,1.2166666667,6.8244842595,0.0193386082,-3.8952047818,6.7393206113,0.0238307423,-3.8885140575,6.6833239172,-0.0934566041,-3.8750542259,6.6326719389,0.029569766,-3.8980700685,6.5441234246,0.0607735834,-3.8977047579
75,1.2333333333,6.9419513614,0.0145659272,-3.951106048,6.8552241556,0.0313858477,-3.9446513533,6.8016142081,-0.095176417,-3.9328115458,6.7487376427,0.0197267079,-3.9587008989,6.6668491079,0.0735617956,-3.9647905013
76,1.25,7.0587232243,0.0095625059,-4.0062245738,6.9717698802,0.0385776534,-4.0002700122,6.9193608359,-0.09487632,-3.9905514763,6.8640433,0.0099079448,-4.0179429876,6.7926416048,0.0832189378,-4.0314414184
77,1.2666666667,7.1746820031,0.0044291872,-4.0607070451,7.0888973671,0.0452461033,-4.0555138412,7.0364724335,-0.0925321655,-4.0483025871,6.9786071387,0.0004461017,-4.0758466911,6.920661404,0.0892507337,-4.097069185
78,1.2833333333,7.2897581276,-0.0007192568,-4.114680871,7.2064856197,0.0512231316,-4.1105008236,7.1529183589,-0.0881987238,-4.1060405685,7.0925151181,-0.0084142811,-4.1325164418,7.0499238451,0.0914990034,-4.1610364295
79,1.3,7.4039387246,-0.0057659588,-4.1682510866,7.3243734281,0.056335415,-4.1653095602,7.2687175363,-0.0820058555,-4.1636926798,7.2059193125,-0.01653204,-4.18809775,7.1794465051,0.0901709199,-4.2227418118
80,1.3166666667,7.5172734392,-0.0106057177,-4.2214989025,7.4423837489,0.0604111593,-4.2199743394,7.38392616,-0.0741466788,-4.221145783,7.3190335783,-0.0238675698,-4.2427689946,7.308396325,0.0858118963,-4.281707756
81,1.3333333333,7.6298694477,-0.0151546607,-4.2744791592,7.560339639,0.0632925264,-4.2744884204,7.4986276447,-0.0648606851,-4.2782568689,7.4321209199,-0.030466999,-4.2967345243,7.4362145313,0.079224976,-4.3376541054
82,1.35,7.7418741167,-0.0193521448,-4.3272183562,7.6780626447,0.0648524291,-4.3288098923,7.6129234287,-0.0544146122,-4.3348647859,7.5454712025,-0.0364345368,-4.3502166566,7.5627001374,0.0713455845,-4.3905474467
83,1.3666666667,7.8534502162,-0.0231572811,-4.3797153044,7.7953581621,0.0650117744,-4.3828661338,7.7269202249,-0.0430829662,-4.390802535,7.6593720616,-0.0418951436,-4.4034434206,7.688039955,0.0630899518,-4.4406241033
84,1.3833333333,7.9647478808,-0.0265463115,-4.4319439176,7.912004753,0.0637511046,-4.4365576673,7.8407160665,-0.0311305893,-4.4459106499,7.7740762152,-0.0469523043,-4.4566274376,7.812778195,0.0552098894,-4.4883836801
85,1.4,8.0758793552,-0.0295142336,-4.483857089,8.0277603928,0.0611117331,-4.4897649149,7.9543916762,-0.0188002926,-4.5000508778,7.8897695833,-0.0516495031,-4.5099357245,7.93771859,0.0481903589,-4.5345454874
86,1.4166666667,8.1869083146,-0.0320773567,-4.5353933377,8.1423851539,0.0571868277,-4.5423616005,8.0680091941,-0.0063068622,-4.5531184658,8.0065467226,-0.0559452718,-4.5634576195,8.063749037,0.0422079692,-4.5799607941
87,1.4333333333,8.2978631707,-0.0342700105,-4.5864895166,8.2556756473,0.0521078568,-4.5942343885,8.1816181612,0.0061636629,-4.6050534765,8.1243979814,-0.0597089341,-4.6171796494,8.1915778057,0.0371448392,-4.6254780854
88,1.45,8.4087715722,-0.036132018,-4.6370999466,8.3675077846,0.0460318051,-4.6453041846,8.2952696931,0.0184507433,-4.6558527486,8.2432064518,-0.0627389407,-4.6709737319,8.3214029385,0.0326448027,-4.6717722504
89,1.4666666667,8.519702248,-0.0376902553,-4.6872183699,8.4778801766,0.0391308499,-4.6955449129,8.4090345134,0.0304119411,-4.7055829449,8.3627498291,-0.0647988775,-4.7246039587,8.4526450138,0.0282024284,-4.7191882381
90,1.4833333333,8.6307993821,-0.0389410556,-4.7368963896,8.5869470809,0.0315832799,-4.7449954928,8.5230145657,0.0419113432,-4.7543921859,8.4827081249,-0.0656599668,-4.7777547204,8.5839616282,0.023271743,-4.7676866675
91,1.5,8.7423007451,-0.0398385688,-4.7862512862,8.6950313087,0.0235642194,-4.7937608199,8.637343183,0.0528065436,-4.8025112333,8.6026851646,-0.0651373352,-4.8300773606,8.7136298673,0.0173717132,-4.8169399289
92,1.5166666667,8.8545354825,-0.0402911394,-4.8354599582,8.8026105686,0.0152362281,-4.8420010938,8.7521766666,0.0629390094,-4.8502324085,8.7222484344,-0.0631122126,-4.8812477452,8.8401055076,0.0101650897,-4.8665230015
93,1.5333333333,8.9679010234,-0.0401666447,-4.8847397738,8.9102787377,0.0067419359,-4.889910497,8.8676767246,0.0721319762,-4.897865147,8.8409816918,-0.0595406038,-4.9310256552,8.9624674269,0.0015000281,-4.9160849422
94,1.55,9.0828210723,-0.039308352,-4.9343154979,9.0186923281,-0.0017981951,-4.9376879928,8.9839777213,0.080197679,-4.9456820308,8.9585401365,-0.0544543998,-4.9793068971,9.0805959106,-0.0085818162,-4.9654235739
95,1.5666666667,9.1996838356,-0.0375620268,-4.9843707749,9.1285104261,-0.0102814918,-4.9855094252,9.10113977,0.0869519921,-4.9938719344,9.0747021457,-0.0479594604,-5.0261580343,9.1951014061,-0.0198600532,-5.014459985
96,1.5833333333,9.3187600411,-0.034811006,-5.034991465,9.2403290702,-0.0186137162,-5.0335101727,9.2191015533,0.0922306703,-5.0425074689,9.1894159407,-0.0402306144,-5.0718236881,9.3070954675,-0.0319616734,-5.0631590588
97,1.6,9.4401135617,-0.0310113582,-5.0861207271,9.3546112906,-0.0266981441,-5.081777246,9.3376513937,0.0959015731,-5.0915252001,9.3028339646,-0.0315017119,-5.1167001109,9.4179005972,-0.044392076,-5.1114500109
98,1.6166666667,9.5635326854,-0.0262178137,-5.1375467697,9.4716221029,-0.034425301,-5.1303455929,9.4564315141,0.0978719838,-5.1407186975,9.4153205714,-0.0220502874,-5.1612758417,9.5287736842,-0.0565749769,-5.1591843201
99,1.6333333333,9.688511751,-0.0205944117,-5.1889267495,9.5913868868,-0.0416645839,-5.179200471,9.5749824727,0.0980940298,-5.1897522019,9.5274274697,-0.0121773528,-5.2060520834,9.6406948503,-0.0679097745,-5.2061489441
100,1.65,9.81430063,-0.0144081376,-5.2398314239,9.7136923975,-0.0482607073,-5.2282891802,9.6928196672,0.0965710214,-5.2382038942,9.6398442609,-0.002183607,-5.2514661407,9.7542544914,-0.0778452766,-5.2521306148
101,1.6666666667,9.940025126,-0.0080036218,-5.2898009735,9.8381387211,-0.054038631,-5.2775378326,9.8095189026,0.0933643324,-5.2856387215,9.7533275276,0.0076531376,-5.2978362902,9.8696492932,-0.0859540561,-5.297001927
102,1.6833333333,10.0648682837,-0.0017569343,-5.3384204403,9.964238116,-0.0588176651,-5.3268678561,9.9247918395,0.0885959576,-5.3317003378,9.8686057864,0.0170930885,-5.3453268555,9.986771181,-0.0919858275,-5.3407899036
103,1.7,10.1882759289,0.0039845393,-5.3854116851,10.0915407768,-0.0624323472,-5.3762102026,10.0385439922,0.0824396893,-5.376201607,9.9862564475,0.0259424557,-5.3939128277,10.1053434039,-0.095884135,-5.3836996509
104,1.7166666667,10.3101158189,0.008957246,-5.430705954,10.2197392722,-0.0647569385,-5.4255086407,10.1508904127,0.0750983465,-5.4191772846,10.1065407412,0.0340618821,-5.4433181177,10.2250337135,-0.0977638262,-5.4260805175
105,1.7333333333,10.4307248077,0.0130112287,-5.4744605951,10.3486958306,-0.0657295572,-5.4747010551,10.2620814866,0.0667731957,-5.4608596424,10.2291977644,0.0413812279,-5.4929289168,10.3454897127,-0.0978609613,-5.4683363467
106,1.75,10.5508329696,0.0161056888,-5.5170201191,10.47838243,-0.0653701328,-5.5236874091,10.372339524,0.0576360229,-5.5015773932,10.3532722768,0.047918638,-5.5417397631,10.4663120163,-0.0964747449,-5.5108101914
107,1.7666666667,10.6713996034,0.0182780505,-5.5588472168,10.6087766732,-0.0637865497,-5.5723107897,10.4816898057,0.0478124982,-5.5416299884,10.4771092892,0.0537948111,-5.588419405,10.5870396499,-0.0939195697,-5.5536970544
108,1.7833333333,10.7933940311,0.0196047519,-5.6004410763,10.7397580983,-0.0611665427,-5.6203652165,10.589863702,0.0373839333,-5.5811886712,10.5985894638,0.0592291603,-5.6315317993,10.7071930574,-0.0904978536,-5.5970193749
109,1.8,10.9175273813,0.0201734072,-5.6422393812,10.8710168688,-0.0577559954,-5.6676181872,10.6962802166,0.026411481,-5.6202392069,10.7155290962,0.0645047573,-5.6698447383,10.8263315327,-0.0864938932,-5.6406518864
110,1.8166666667,11.0439329065,0.0200812043,-5.6844931736,11.0019530431,-0.0538247832,-5.7138213079,10.8000957341,0.014975007,-5.6585728798,10.8260782068,0.0698970475,-5.7026063555,10.9440193104,-0.0821757469,-5.6843468155
111,1.8333333333,11.1718294695,0.0194601022,-5.7271236258,11.1315299116,-0.0496239472,-5.7586821755,10.9003167216,0.0032081783,-5.6958343516,10.9289833673,0.075578676,-5.7297033971,11.0596208663,-0.0777859164,-5.7277131389
112,1.85,11.2992686843,0.0185058044,-5.7696060483,11.258091749,-0.0453490913,-5.8017956778,10.9959087545,-0.0086817856,-5.7315980703,11.0236362435,0.0815365717,-5.751661534,11.1719802531,-0.073517194,-5.7701516418
113,1.8666666667,11.4231334489,0.0170597088,-5.8109427477,11.3791495269,-0.0414523245,-5.8425713867,11.0857440502,-0.0200905199,-5.7654063282,11.1100595366,0.0878125639,-5.769473483,11.2790282183,-0.0695991478,-5.8108032572
